Lambda,Epoch,Cls_Loss,Transfer_Loss,Total_Loss,Accuracy
0.0,0,3.4266760031382244,0.16354584693908691,3.4266760031382244,"tensor(0.0341, device='cuda:0', dtype=torch.float64)"
0.0,1,3.406107266743978,0.16298336187998455,3.406107266743978,"tensor(0.0422, device='cuda:0', dtype=torch.float64)"
0.0,2,3.366606855392456,0.16424276828765869,3.366606855392456,"tensor(0.0884, device='cuda:0', dtype=torch.float64)"
0.0,3,3.347635587056478,0.16208598613739014,3.347635587056478,"tensor(0.1928, device='cuda:0', dtype=torch.float64)"
0.0,4,3.31447008450826,0.16338501771291097,3.31447008450826,"tensor(0.1968, device='cuda:0', dtype=torch.float64)"
0.0,5,3.2898443222045897,0.16187756061553954,3.2898443222045897,"tensor(0.2972, device='cuda:0', dtype=torch.float64)"
0.0,6,3.231784184773763,0.16414457162221271,3.231784184773763,"tensor(0.2189, device='cuda:0', dtype=torch.float64)"
0.0,7,3.2255547523498533,0.16211373805999757,3.2255547523498533,"tensor(0.3193, device='cuda:0', dtype=torch.float64)"
0.0,8,3.167026090621948,0.16276082197825115,3.167026090621948,"tensor(0.4398, device='cuda:0', dtype=torch.float64)"
0.0,9,3.107295449574788,0.1637357711791992,3.107295449574788,"tensor(0.4157, device='cuda:0', dtype=torch.float64)"
0.0,10,3.0672208309173583,0.16403140226999918,3.0672208309173583,"tensor(0.3655, device='cuda:0', dtype=torch.float64)"
0.0,11,3.0089436848958333,0.16094186305999755,3.0089436848958333,"tensor(0.3755, device='cuda:0', dtype=torch.float64)"
0.0,12,2.9255817890167237,0.16255997816721598,2.9255817890167237,"tensor(0.4036, device='cuda:0', dtype=torch.float64)"
0.0,13,2.889866892496745,0.16484115918477377,2.889866892496745,"tensor(0.4578, device='cuda:0', dtype=torch.float64)"
0.0,14,2.820022932688395,0.16390037536621094,2.820022932688395,"tensor(0.5161, device='cuda:0', dtype=torch.float64)"
0.0,15,2.7014644145965576,0.1628771464029948,2.7014644145965576,"tensor(0.5120, device='cuda:0', dtype=torch.float64)"
0.0,16,2.605277172724406,0.16434173583984374,2.605277172724406,"tensor(0.4940, device='cuda:0', dtype=torch.float64)"
0.0,17,2.5796533107757567,0.16388702392578125,2.5796533107757567,"tensor(0.5020, device='cuda:0', dtype=torch.float64)"
0.0,18,2.4666701316833497,0.16428929964701336,2.4666701316833497,"tensor(0.5643, device='cuda:0', dtype=torch.float64)"
0.0,19,2.395193862915039,0.16349164644877115,2.395193862915039,"tensor(0.5984, device='cuda:0', dtype=torch.float64)"
0.0,20,2.337725289662679,0.16400026480356852,2.337725289662679,"tensor(0.5964, device='cuda:0', dtype=torch.float64)"
0.0,21,2.1858442624409995,0.1627255916595459,2.1858442624409995,"tensor(0.5904, device='cuda:0', dtype=torch.float64)"
0.0,22,2.112838848431905,0.16419193744659424,2.112838848431905,"tensor(0.5763, device='cuda:0', dtype=torch.float64)"
0.0,23,2.0193916002909345,0.16572576363881428,2.0193916002909345,"tensor(0.5703, device='cuda:0', dtype=torch.float64)"
0.0,24,1.900160280863444,0.1635348399480184,1.900160280863444,"tensor(0.6064, device='cuda:0', dtype=torch.float64)"
0.0,25,1.8970633427302042,0.16235947608947754,1.8970633427302042,"tensor(0.6084, device='cuda:0', dtype=torch.float64)"
0.0,26,1.8053399801254273,0.16385615666707357,1.8053399801254273,"tensor(0.6627, device='cuda:0', dtype=torch.float64)"
0.0,27,1.725123397509257,0.1638713836669922,1.725123397509257,"tensor(0.6486, device='cuda:0', dtype=torch.float64)"
0.0,28,1.6962435483932494,0.16521773338317872,1.6962435483932494,"tensor(0.6968, device='cuda:0', dtype=torch.float64)"
0.0,29,1.5569124142328898,0.16126229763031005,1.5569124142328898,"tensor(0.6707, device='cuda:0', dtype=torch.float64)"
0.0,30,1.4699424902598064,0.16228963534037272,1.4699424902598064,"tensor(0.6305, device='cuda:0', dtype=torch.float64)"
0.0,31,1.5069514354070028,0.16459780534108479,1.5069514354070028,"tensor(0.6827, device='cuda:0', dtype=torch.float64)"
0.0,32,1.5670997858047486,0.1632194677988688,1.5670997858047486,"tensor(0.6928, device='cuda:0', dtype=torch.float64)"
0.0,33,1.394843832651774,0.16501317818959554,1.394843832651774,"tensor(0.6827, device='cuda:0', dtype=torch.float64)"
0.0,34,1.3885260820388794,0.16463942527770997,1.3885260820388794,"tensor(0.6727, device='cuda:0', dtype=torch.float64)"
0.0,35,1.3876177787780761,0.16402138074239095,1.3876177787780761,"tensor(0.6988, device='cuda:0', dtype=torch.float64)"
0.0,36,1.2748059988021851,0.1633043845494588,1.2748059988021851,"tensor(0.6787, device='cuda:0', dtype=torch.float64)"
0.0,37,1.2498164574305217,0.16416834990183513,1.2498164574305217,"tensor(0.6867, device='cuda:0', dtype=torch.float64)"
0.0,38,1.2384214480717977,0.1631674607594808,1.2384214480717977,"tensor(0.7329, device='cuda:0', dtype=torch.float64)"
0.0,39,1.193012003103892,0.1633426825205485,1.193012003103892,"tensor(0.7229, device='cuda:0', dtype=torch.float64)"
0.0,40,1.1733335296312968,0.1646536668141683,1.1733335296312968,"tensor(0.7169, device='cuda:0', dtype=torch.float64)"
0.0,41,1.167505439122518,0.16244735717773437,1.167505439122518,"tensor(0.7149, device='cuda:0', dtype=torch.float64)"
0.0,42,1.1287469784418742,0.16197928587595622,1.1287469784418742,"tensor(0.7008, device='cuda:0', dtype=torch.float64)"
0.0,43,1.158643126487732,0.16482570966084797,1.158643126487732,"tensor(0.7189, device='cuda:0', dtype=torch.float64)"
